date,position,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2026-06-10,0.0,0.0,0.02140803310267314,1.061804544849175,1.260715033426908
2026-06-17,0.0,-0.0,-0.008988385313902003,1.061804544849175,1.249383240935438
2026-06-25,0.0,0.0,0.014272152632611723,1.061804544849175,1.2672146292466957
2026-07-02,0.0,0.0,0.013655015588639463,1.061804544849175,1.2845184647632113
2026-07-10,0.0,-0.0,-0.015444776463544141,1.061804544849175,1.2646793642116485
2026-07-17,1.0,-0.005865793271064512,-0.005865793271064512,1.055576218894813,1.2572610165070017
2026-07-24,1.0,0.010961845778870494,0.010961845778870494,1.0671472826141812,1.2710429178737375
2026-07-31,1.0,0.035112350829374694,0.035112350829374694,1.1046173323879442,1.3156722227253121
2026-08-07,1.0,0.00398315838262131,0.00398315838262131,1.109017198175034,1.3209127535680425
2026-08-14,1.0,-0.01367964523916132,-0.01367964523916132,1.0938462363398709,1.302843135707348
2026-08-21,1.0,0.004740642822048002,0.004740642822048002,1.0990317706485997,1.3090194496668937
2026-08-28,1.0,0.0010918657075786875,0.0010918657075786875,1.1002317657505103,1.3104487231145385
2026-09-04,0.0,-0.0,-0.012087923147641733,1.1002317657505103,1.2946081196606047
